Nama_Produk,Akun,Ulasan,rate
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,F***y,pengiriman cepar  packing oklah  produk baik,5
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,Brenda,ini payment dr hari sabtu selasa baru bilang stocknya abis  gimana sih ,1
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,Pieter,sesuai pesanan,5
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Y***i,sudah langganan nih  tebel maskernya ,5
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Y***s,packing makin rapih dibanding beli pertama kali  masker favorit aku ,5
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Najmi,bagus,5
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Metarina,harusnya dikasi kardus lagi jadi kotak masker nya ga rusak  kayak gini kan ga enak diliat,3
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,N***g,sudah berkali kali beli masker ini paling nyaman,5
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,K***a,ini pembelian yg kesekian kali  pelayanan cukup memuaskan  thanks,5
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Sri,kurang soft,5
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Herni,barang bagus  nyaman dipakai  packing sangat rapi dan aman  dikasi hadiah  tks ya seller  makin laris dan bertambah rejeki  sukses selalu,5
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,BinLaden,mantap ,5
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Marcho,gak tau perasaan sy aja atau memang masker kali ini rasanya agak sedikit tipis  gak seperti sebelum2nya agak tebal ,3
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,henrayani,langanan,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,S***i,packing  handling dan pengiriman selalu ok  produk berkualitas sesuai deskripsi  makanya selalu order di sini  highly recommended seller tq ,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,Roosmin,bagus  sesuai pesanan,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,T***o,produk bagus  paking aman  pengiriman super cepat ,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,D***i,masker bagus dan sudah beberapa kali beli di toko ini ,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,Lisa,recommended  thumbs up ,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,S***a,terima kasih thumbs up  thumbs up ,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,S***o,maskernya bau ,1
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,M***c,proses packing cepat  masker tidak berbau  lembut,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,F***o,barang sesuai deskripsi,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,megawati,tdk seperti tampilan fotonya warnanya tdk di sebut maksud hati mau putih knp yg dtg hitam  face with hand over mouth  face with hand over mouth  face with hand over mouth ,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Andi,bagus maskernya,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Yusuf,bagus gadak yg cacat maskernya,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,F***h,pengiriman lama sudah pilih same day datengnya 2 setelah pengiriman,3
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,F***y,pengemasannya bagus  brg sampai dgn baik dan cepat  hand with index finger and thumb crossed light skin tone  plg suka masker kosme km 95 ini  warna hitam lg  beaming face with smiling eyes ,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Yati,pesan tgl 21 malam harusnya tiba tgl 22  baru terima hari ini karena dukirim ulang oleh team kurir,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Farid,terbaik,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,L***a,works banget asli bagus   jadi gausah beli2 konektor lagi kalo lagi mau pake kerudung   dan bagus nya kalo pake kacamata ga berembun karna nge press muka  good ,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Rizki,pesanan sesuai dan packaging ok,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,F***e,sipp thumbs up  star struck  star struck  star struck  star struck  star struck mantapp smiling face with hearts  smiling face with hearts  smiling face with hearts  smiling face with hearts  smiling face with hearts  smiling face with hearts ,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Diyo,brg bagus sesuai pesanan joss,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Indra,yaman  sip,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Ferry,produk nya ok  proses dan pengiriman cepat,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Ali,barang sesuai harapan packing rapih dan aman proses cepat,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Sabam,mantaapp respon penjualnya   produk baguuss,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Abetnico,order 3 item  tpi dikirimkan hanya 2 item,3
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Dwi,udah repeat order kesekian kalinya,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,pratiwi,warna sesuai baguss,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,V***a,pokoknya selalu langganan disini dr awal pandemi  mantap terimakasih,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,D***i,bagus  udah langganan warna ini mah,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Ahmad,sipp cepat sampai maskernya 4ply bukan 5ply ya gpp lah masih bisa dipakai,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,peewee,murah memadai,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,d***y,pesanan ke 2   belum di check in semua kualitasnya sama atau beda  hehe fast respon yang penting mah ,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,T***o,walau tanpa kardus  tetep ok ,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,yudhi,brg yg dikirim beda dengan gambar  gbr kn956 yg dikirim duckbill   thumbs down   thumbs down  seller tolong di drop aja item ini dr mengecewakan pembeli,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Pangeran,kn95nya setipis harganya   grinning face with sweat ,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Joseph,masker yang dikirim bukan masker kn95 dan maskernya pun tipis  kecewa sama barang yang dikirim padahal ini pembelian ke 2,3
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,f***n,barang yg dikirimkan tidak sesuai gambar iklan  walaupun kn95  tapi berbeda dari yg diharapkan  sesuai gambar iklan ,2
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,A***s,pesanan tidak sesuai  not good seller,1
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Lucia,respon dan pengirimannya cepat  barang sesuai dengan deskripsi  terima kasih ,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 25",Finala,sesuai dengan pesanan,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 26",Hendra,repeat order ,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 27",susanti,berbulu,1
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 28",ichwan,respon penjual dan kurir cepat ,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 29",S***e,permintaan warna gold yg dtg knp warnanya ky silver ke coklatan gelap gt kl lht aslinya   gak sesuai dgn pic di etalase nya  kecewa  pensive face ,3
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 30",H***n,topp om,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 31",S***i,pengiriman cepat  masker nyaman dipakai  nafas lebih lega dan warna2 bagus,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 32",icha,kesekian kalinya beli harga murah barang berkualitas sesuai pesanan,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 33",P***o,sesuai deskripsi  kualitas barang ok  dapat bonus 4 bh masker kn 95  terima kasih,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 34",Agus,barang ok  mantap,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 35",Jessica,pesanan sesuai yg di request pengiriman cepat recommended seller,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 36",Citra,barang bagus   sesuai deskripsi no cacat packing rapi,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 37",wasilatul,puas banget  terima kasih selalu dapat bonus masker,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,D***t,pertama x order 2 packs n alhamdulillah maskernya bgs bener  bhn n size nyaman di wjh  warna cantik  sy sk dg model ini krn enak dipakai buat yg berkacamata  posisi kacamata bs pas  krn suka n cocok  next sy akan order lg ya ,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Eddy,sdh diterima seller responsif  pengiriman cepat  terima kasih,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Putu,respon penjual cepat barang sesuai deakripsi dan diterima lebih cepat,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Miss,barang okk,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Djatty,masker nya sesuai pesanan harga terjangkau recomended,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,R***s,ada beda merk 1 ,4
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,I***u,barang nya bagus  thumbs up ,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,erini,sesuai pesanan   pengiriman cepat,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,M***d,masker pada lecek   packingnya tanpa kardus   langsung di lilit plastik,1
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,ngawur,padahal untuk di jual kembali sungguh teganya dirimu,1
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,h***s,pesan matcha di kirim putih,2
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,A***n,diprosesnya lama  tali maskernya tdk sesuai yg di iklan  tali masker yg ini sepengalaman saya cpet lepas  beda dengan tali masker yg di iklan itu lebih kuat  agak sedikit kecewa ,2
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Fountain,good,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Y***a,sesuai pesanan produk baguss dan pengiriman jg cepat  thank you thumbs up ,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",k***i,sesuai pesanan  mantap  recommended seller,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",shavyfallen,barang sesuai pesanan   pengiriman juga sangat cepat,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Rifai,packing barang rapih  pengiriman cepat sampai  barang bagus dan jumlah barang pas sesui pesanan tidak ada yang kurang  terimakasih ,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Budiman,barang sesuai deskripsi  sudah sering order disini pengiriman juga cepat sampai ,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",E***a,sesuai pesanan  masker nyaman digunakan  thank you ,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",irdarmansyah,barang nya yang dateng cuma 49 kurang 1 pcs ,2
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",h***y,plastik bungkus kebuka  barang jatuh ke lantai  sial sekali  tks,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",r***s,ga pakai dus   dibungkus plastik aja dan terbuka  steril ga ya ,4
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",buddhy,barang sesuai apa yang digambarkan   respon sangat cepat  paking produk proper mantabs,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Y***i,top selalu beli disini  thumbs up ,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Frans,sesuai pesanan  pelayanan cepat   kualitas bagus,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Z***l,mendarat dengan sempurna  terimakasih seller  dapat bonus tali masker lucuk  hihi  semoga laris seller aamiin,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,olivia,suka banget sm maskernya  ga bikin sakit telinga n ga pengap juga  ud berkali2 repeat order ga pernah kecewa  thanks you ya,4
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Tuti,tdk sesuai harapan,1
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,eugenius,penjual mengirimkan masker palsu  berbeda dari yg di iklankan oleh penjual,1
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Daud,gk sesuai dgn permintaan  saya jelas2 sudah tulis di catatan order   di diskusi sblm order tapi dikirim gk sesuai permintaan thanks,2
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,o***a,beneran di packing satuan loh   jd nya aman dibawa kemana2,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Epe,barang cepat diproses dan sesuai pesanan ,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Anneke,proses cepet banget  barang bagus  makasih bonus tali maskernya,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,david,semua sesuai pesanan  yg doc bungkus satuan n ada sambungan  diksh bonus 1 tali jg  pasti langganan lagi  mantep n thanks,5
