,Nama_Produk,Akun,ulasan,rate,ulasan_tokenize,ulasan_normalized,ulasan_stop_removed,ulasan_Stemmed,ulasan_clean
116,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,M***a,size telinganya kecil,3,"['size', 'telinganya', 'kecil']","['size', 'telinganya', 'kecil']","['size', 'telinganya']","['size', 'telinga']",size telinga
117,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,Anandya,masker bagus tapi kekecilan di wajah besar saya,5,"['masker', 'bagus', 'tapi', 'kekecilan', 'di', 'wajah', 'besar', 'saya']","['masker', 'bagus', 'tapi', 'kekecilan', 'di', 'wajah', 'besar', 'saya']","['masker', 'bagus', 'kekecilan', 'wajah']","['masker', 'bagus', 'kecil', 'wajah']",masker bagus kecil wajah
118,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,Leksono,pengiriman bagus barang sesuai,5,"['pengiriman', 'bagus', 'barang', 'sesuai']","['pengiriman', 'bagus', 'barang', 'sesuai']","['pengiriman', 'bagus', 'barang', 'sesuai']","['kirim', 'bagus', 'barang', 'sesuai']",kirim bagus barang sesuai
119,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,Zihan,lumanyan,4,['lumanyan'],['lumanyan'],['lumanyan'],['lumanyan'],lumanyan
120,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,w***y,mantap,5,['mantap'],['mantap'],['mantap'],['mantap'],mantap
121,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,M,barang datang lebih cepat dari estimasi seller responsif packaging oke barang lengkap dan utuh terima kasih,5,"['barang', 'datang', 'lebih', 'cepat', 'dari', 'estimasi', 'seller', 'responsif', 'packaging', 'oke', 'barang', 'lengkap', 'dan', 'utuh', 'terima', 'kasih']","['barang', 'datang', 'lebih', 'cepat', 'dari', 'estimasi', 'seller', 'responsif', 'packaging', 'oke', 'barang', 'lengkap', 'dan', 'utuh', 'terima', 'kasih']","['barang', 'cepat', 'estimasi', 'seller', 'responsif', 'packaging', 'oke', 'barang', 'lengkap', 'utuh', 'terima', 'kasih']","['barang', 'cepat', 'estimasi', 'seller', 'responsif', 'packaging', 'oke', 'barang', 'lengkap', 'utuh', 'terima', 'kasih']",barang cepat estimasi seller responsif packaging oke barang lengkap utuh terima kasih
122,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,D***y,mantul fast respon pengiriman cepat,5,"['mantul', 'fast', 'respon', 'pengiriman', 'cepat']","['mantul', 'fast', 'respon', 'pengiriman', 'cepat']","['mantul', 'fast', 'respon', 'pengiriman', 'cepat']","['mantul', 'fast', 'respon', 'kirim', 'cepat']",mantul fast respon kirim cepat
123,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,Jack,sesuai sama foto dan kualitasnya bagus banget buat range harganya langganan deh,5,"['sesuai', 'sama', 'foto', 'dan', 'kualitasnya', 'bagus', 'banget', 'buat', 'range', 'harganya', 'langganan', 'deh']","['sesuai', 'sama', 'foto', 'dan', 'kualitasnya', 'bagus', 'banget', 'buat', 'range', 'harganya', 'langganan', 'deh']","['sesuai', 'foto', 'kualitasnya', 'bagus', 'banget', 'range', 'harganya', 'langganan', 'deh']","['sesuai', 'foto', 'kualitas', 'bagus', 'banget', 'range', 'harga', 'langgan', 'deh']",sesuai foto kualitas bagus banget range harga langgan deh
124,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,warham,sudah langganan disini cuman untuk pemesanan kemarin lumayan tertunda harian karena belum siap untuk mengirim,5,"['sudah', 'langganan', 'disini', 'cuman', 'untuk', 'pemesanan', 'kemarin', 'lumayan', 'tertunda', 'harian', 'karena', 'belum', 'siap', 'untuk', 'mengirim']","['sudah', 'langganan', 'disini', 'cuman', 'untuk', 'pemesanan', 'kemarin', 'lumayan', 'tertunda', 'harian', 'karena', 'belum', 'siap', 'untuk', 'mengirim']","['langganan', 'cuman', 'pemesanan', 'kemarin', 'lumayan', 'tertunda', 'harian', 'mengirim']","['langgan', 'cuman', 'mesan', 'kemarin', 'lumayan', 'tunda', 'hari', 'kirim']",langgan cuman mesan kemarin lumayan tunda hari kirim
125,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,warham,mantap selalu tepat pesanannya,5,"['mantap', 'selalu', 'tepat', 'pesanannya']","['mantap', 'selalu', 'tepat', 'pesanannya']","['mantap', 'pesanannya']","['mantap', 'pesan']",mantap pesan
126,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,novaris,respon cepat pengiriman kilat barang sesuai mantaps,5,"['respon', 'cepat', 'pengiriman', 'kilat', 'barang', 'sesuai', 'mantaps']","['respon', 'cepat', 'pengiriman', 'kilat', 'barang', 'sesuai', 'mantaps']","['respon', 'cepat', 'pengiriman', 'kilat', 'barang', 'sesuai', 'mantaps']","['respon', 'cepat', 'kirim', 'kilat', 'barang', 'sesuai', 'mantaps']",respon cepat kirim kilat barang sesuai mantaps
127,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,D***t,mantap mau beli lg,5,"['mantap', 'mau', 'beli', 'lg']","['mantap', 'mau', 'beli', 'lg']","['mantap', 'beli', 'lg']","['mantap', 'beli', 'lg']",mantap beli lg
128,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,A***i,proses cepatproduct sesuai,5,"['proses', 'cepatproduct', 'sesuai']","['proses', 'cepat', 'sesuai']","['proses', 'cepat', 'sesuai']","['proses', 'cepat', 'sesuai']",proses cepat sesuai
129,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,P***t,pengiriman cepatmakasih,5,"['pengiriman', 'cepatmakasih']","['pengiriman', 'cepat']","['pengiriman', 'cepat']","['kirim', 'cepat']",kirim cepat
130,Masker Kesehatan 3ply Earloop isi 50 pcs,Halalova,pengirimannya cepat barang bagus,5,"['pengirimannya', 'cepat', 'barang', 'bagus']","['pengirimannya', 'cepat', 'barang', 'bagus']","['pengirimannya', 'cepat', 'barang', 'bagus']","['kirim', 'cepat', 'barang', 'bagus']",kirim cepat barang bagus
131,Masker Kesehatan 3ply Earloop isi 50 pcs,H***y,barang sampai dengan selamat packing rapi pengiriman cepat kurrir ramah seller fast respon recommended pokok nya,5,"['barang', 'sampai', 'dengan', 'selamat', 'packing', 'rapi', 'pengiriman', 'cepat', 'kurrir', 'ramah', 'seller', 'fast', 'respon', 'recommended', 'pokok', 'nya']","['barang', 'sampai', 'dengan', 'selamat', 'packing', 'rapi', 'pengiriman', 'cepat', 'kurrir', 'ramah', 'seller', 'fast', 'respon', 'rekomendasi', 'pokok', 'nya']","['barang', 'selamat', 'packing', 'rapi', 'pengiriman', 'cepat', 'kurrir', 'ramah', 'seller', 'fast', 'respon', 'rekomendasi', 'pokok', 'nya']","['barang', 'selamat', 'packing', 'rapi', 'kirim', 'cepat', 'kurrir', 'ramah', 'seller', 'fast', 'respon', 'rekomendasi', 'pokok', 'nya']",barang selamat packing rapi kirim cepat kurrir ramah seller fast respon rekomendasi pokok nya
132,Masker Kesehatan 3ply Earloop isi 50 pcs,Anggit,langganan masker dsni terus mantap,5,"['langganan', 'masker', 'dsni', 'terus', 'mantap']","['langganan', 'masker', 'dsni', 'terus', 'mantap']","['langganan', 'masker', 'dsni', 'mantap']","['langgan', 'masker', 'dsni', 'mantap']",langgan masker dsni mantap
133,Masker Kesehatan 3ply Earloop isi 50 pcs,HARIS,barang mantap respon cepattoko yang recommended untuk berbelanja pesan hri ini hari ini juga langusng dikirimbelanja ke nya,5,"['barang', 'mantap', 'respon', 'cepattoko', 'yang', 'recommended', 'untuk', 'berbelanja', 'pesan', 'hri', 'ini', 'hari', 'ini', 'juga', 'langusng', 'dikirimbelanja', 'ke', 'nya']","['barang', 'mantap', 'respon', 'cepat', 'yang', 'rekomendasi', 'untuk', 'berbelanja', 'pesan', 'hri', 'ini', 'hari', 'ini', 'juga', 'langusng', 'dikirimbelanja', 'ke', 'nya']","['barang', 'mantap', 'respon', 'cepat', 'rekomendasi', 'berbelanja', 'pesan', 'hri', 'langusng', 'dikirimbelanja', 'nya']","['barang', 'mantap', 'respon', 'cepat', 'rekomendasi', 'belanja', 'pesan', 'hri', 'langusng', 'dikirimbelanja', 'nya']",barang mantap respon cepat rekomendasi belanja pesan hri langusng dikirimbelanja nya
134,Masker Kesehatan 3ply Earloop isi 50 pcs,G***u,fast respon order jm sore langsung dikirim pakek gosend,5,"['fast', 'respon', 'order', 'jm', 'sore', 'langsung', 'dikirim', 'pakek', 'gosend']","['fast', 'respon', 'order', 'jm', 'sore', 'langsung', 'dikirim', 'pakek', 'gosend']","['fast', 'respon', 'order', 'jm', 'sore', 'langsung', 'dikirim', 'pakek', 'gosend']","['fast', 'respon', 'order', 'jm', 'sore', 'langsung', 'kirim', 'pakek', 'gosend']",fast respon order jm sore langsung kirim pakek gosend
135,Masker Kesehatan 3ply Earloop isi 50 pcs,FAJARNO,ini belanja yg ke pokoknya mantappp,5,"['ini', 'belanja', 'yg', 'ke', 'pokoknya', 'mantappp']","['ini', 'belanja', 'yang', 'ke', 'pokoknya', 'mantappp']","['belanja', 'pokoknya', 'mantappp']","['belanja', 'pokok', 'mantappp']",belanja pokok mantappp
136,Masker Kesehatan 3ply Earloop isi 50 pcs,S***n,mantap kedua kalinya,5,"['mantap', 'kedua', 'kalinya']","['mantap', 'kedua', 'kalinya']","['mantap', 'kalinya']","['mantap', 'kali']",mantap kali
137,Masker Kesehatan 3ply Earloop isi 50 pcs,sugiarti,pengiriman cpt brg sesuai pic tq,5,"['pengiriman', 'cpt', 'brg', 'sesuai', 'pic', 'tq']","['pengiriman', 'cepat', 'brg', 'sesuai', 'pic', 'tq']","['pengiriman', 'cepat', 'brg', 'sesuai', 'pic', 'tq']","['kirim', 'cepat', 'brg', 'sesuai', 'pic', 'tq']",kirim cepat brg sesuai pic tq
138,Masker Kesehatan 3ply Earloop isi 50 pcs,Kadek,good,4,['good'],['good'],['good'],['good'],good
139,Masker Kesehatan 3ply Earloop isi 50 pcs,John,barangnya sesuai dgn yg di tawarkan,5,"['barangnya', 'sesuai', 'dgn', 'yg', 'di', 'tawarkan']","['barangnya', 'sesuai', 'dgn', 'yang', 'di', 'tawarkan']","['barangnya', 'sesuai', 'dgn', 'tawarkan']","['barang', 'sesuai', 'dgn', 'tawar']",barang sesuai dgn tawar
140,Masker Karet Pink OneMed box 50pcs,H***l,prosesnya cepat barang sesuai deskripsi dan packing dengan box bubble wrap,5,"['prosesnya', 'cepat', 'barang', 'sesuai', 'deskripsi', 'dan', 'packing', 'dengan', 'box', 'bubble', 'wrap']","['prosesnya', 'cepat', 'barang', 'sesuai', 'deskripsi', 'dan', 'packing', 'dengan', 'box', 'bubble', 'wrap']","['prosesnya', 'cepat', 'barang', 'sesuai', 'deskripsi', 'packing', 'box', 'bubble', 'wrap']","['proses', 'cepat', 'barang', 'sesuai', 'deskripsi', 'packing', 'box', 'bubble', 'wrap']",proses cepat barang sesuai deskripsi packing box bubble wrap
141,Masker Karet Pink OneMed box 50pcs,Y***a,ke dua kalinya beli disini mantap cepat,5,"['ke', 'dua', 'kalinya', 'beli', 'disini', 'mantap', 'cepat']","['ke', 'dua', 'kalinya', 'beli', 'disini', 'mantap', 'cepat']","['kalinya', 'beli', 'mantap', 'cepat']","['kali', 'beli', 'mantap', 'cepat']",kali beli mantap cepat
142,Masker Karet Pink OneMed box 50pcs,R***s,pengemasannya bagus banget sip terima kasih,5,"['pengemasannya', 'bagus', 'banget', 'sip', 'terima', 'kasih']","['pengemasannya', 'bagus', 'banget', 'sip', 'terima', 'kasih']","['pengemasannya', 'bagus', 'banget', 'sip', 'terima', 'kasih']","['emas', 'bagus', 'banget', 'sip', 'terima', 'kasih']",emas bagus banget sip terima kasih
143,Masker Karet Pink OneMed box 50pcs,N***h,kedua kaliny beli disini pengiriman cepat barang juga oke segel on recommended,5,"['kedua', 'kaliny', 'beli', 'disini', 'pengiriman', 'cepat', 'barang', 'juga', 'oke', 'segel', 'on', 'recommended']","['kedua', 'kaliny', 'beli', 'disini', 'pengiriman', 'cepat', 'barang', 'juga', 'oke', 'segel', 'on', 'rekomendasi']","['kaliny', 'beli', 'pengiriman', 'cepat', 'barang', 'oke', 'segel', 'on', 'rekomendasi']","['kaliny', 'beli', 'kirim', 'cepat', 'barang', 'oke', 'segel', 'on', 'rekomendasi']",kaliny beli kirim cepat barang oke segel on rekomendasi
144,Masker Karet Pink OneMed box 50pcs,M***r,admin nya kurang ramah ditanyain malah ditawarin cancel barang kalo produk sih bagus dan ori dan aman hanya saja karena toko keramean kali ya jawab nya malah disuruh cancel konsumen nya seperti ga perlu penjualan bole di tingkat kan lagi untuk service nya,4,"['admin', 'nya', 'kurang', 'ramah', 'ditanyain', 'malah', 'ditawarin', 'cancel', 'barang', 'kalo', 'produk', 'sih', 'bagus', 'dan', 'ori', 'dan', 'aman', 'hanya', 'saja', 'karena', 'toko', 'keramean', 'kali', 'ya', 'jawab', 'nya', 'malah', 'disuruh', 'cancel', 'konsumen', 'nya', 'seperti', 'ga', 'perlu', 'penjualan', 'bole', 'di', 'tingkat', 'kan', 'lagi', 'untuk', 'service', 'nya']","['admin', 'nya', 'kurang', 'ramah', 'ditanyain', 'malah', 'ditawarin', 'cancel', 'barang', 'kalo', 'produk', 'sih', 'bagus', 'dan', 'ori', 'dan', 'aman', 'hanya', 'saja', 'karena', 'toko', 'keramean', 'kali', 'ya', 'jawab', 'nya', 'malah', 'disuruh', 'cancel', 'konsumen', 'nya', 'seperti', 'ga', 'perlu', 'penjualan', 'bole', 'di', 'tingkat', 'kan', 'lagi', 'untuk', 'service', 'nya']","['admin', 'nya', 'ramah', 'ditanyain', 'ditawarin', 'cancel', 'barang', 'kalo', 'produk', 'sih', 'bagus', 'ori', 'aman', 'toko', 'keramean', 'kali', 'ya', 'nya', 'disuruh', 'cancel', 'konsumen', 'nya', 'ga', 'penjualan', 'bole', 'tingkat', 'service', 'nya']","['admin', 'nya', 'ramah', 'ditanyain', 'ditawarin', 'cancel', 'barang', 'kalo', 'produk', 'sih', 'bagus', 'ori', 'aman', 'toko', 'keramean', 'kali', 'ya', 'nya', 'suruh', 'cancel', 'konsumen', 'nya', 'ga', 'jual', 'bole', 'tingkat', 'service', 'nya']",admin nya ramah ditanyain ditawarin cancel barang kalo produk sih bagus ori aman toko keramean kali ya nya suruh cancel konsumen nya ga jual bole tingkat service nya
145,Masker Karet Pink OneMed box 50pcs,Enjel,bagus sip,5,"['bagus', 'sip']","['bagus', 'sip']","['bagus', 'sip']","['bagus', 'sip']",bagus sip
146,Masker Karet Pink OneMed box 50pcs,H***o,fast respon packaging bagus tq,5,"['fast', 'respon', 'packaging', 'bagus', 'tq']","['fast', 'respon', 'packaging', 'bagus', 'tq']","['fast', 'respon', 'packaging', 'bagus', 'tq']","['fast', 'respon', 'packaging', 'bagus', 'tq']",fast respon packaging bagus tq
147,Masker Karet Pink OneMed box 50pcs,Dwi,puass bangett masker onemed emang berkualitas,5,"['puass', 'bangett', 'masker', 'onemed', 'emang', 'berkualitas']","['puass', 'bangett', 'masker', 'onemed', 'emang', 'berkualitas']","['puass', 'bangett', 'masker', 'onemed', 'emang', 'berkualitas']","['puass', 'bangett', 'masker', 'onemed', 'emang', 'kualitas']",puass bangett masker onemed emang kualitas
148,Masker Karet Pink OneMed box 50pcs,M***t,late delivery tp brng ok,4,"['late', 'delivery', 'tp', 'brng', 'ok']","['late', 'delivery', 'tp', 'brng', 'ok']","['late', 'delivery', 'tp', 'brng', 'ok']","['late', 'delivery', 'tp', 'brng', 'ok']",late delivery tp brng ok
149,Masker Karet Pink OneMed box 50pcs,reredyah,sesuai,5,['sesuai'],['sesuai'],['sesuai'],['sesuai'],sesuai
150,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,r***n,pengemasannya cepat sekali seperti biasa masker andalan utk naik pesawat dapat bonus masker lumayan thank you seller,5,"['pengemasannya', 'cepat', 'sekali', 'seperti', 'biasa', 'masker', 'andalan', 'utk', 'naik', 'pesawat', 'dapat', 'bonus', 'masker', 'lumayan', 'thank', 'you', 'seller']","['pengemasannya', 'cepat', 'sekali', 'seperti', 'biasa', 'masker', 'andalan', 'utk', 'naik', 'pesawat', 'dapat', 'bonus', 'masker', 'lumayan', 'thank', 'you', 'seller']","['pengemasannya', 'cepat', 'masker', 'andalan', 'utk', 'pesawat', 'bonus', 'masker', 'lumayan', 'thank', 'you', 'seller']","['emas', 'cepat', 'masker', 'andal', 'utk', 'pesawat', 'bonus', 'masker', 'lumayan', 'thank', 'you', 'seller']",emas cepat masker andal utk pesawat bonus masker lumayan thank you seller
151,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,Moedji,barang bagus packingnya topmarkotop alias mantul saya puas minggu depan beli lagi agak banyak bonusnya ditambah jumlahnya ya thanks,5,"['barang', 'bagus', 'packingnya', 'topmarkotop', 'alias', 'mantul', 'saya', 'puas', 'minggu', 'depan', 'beli', 'lagi', 'agak', 'banyak', 'bonusnya', 'ditambah', 'jumlahnya', 'ya', 'thanks']","['barang', 'bagus', 'packingnya', 'topmarkotop', 'alias', 'mantul', 'saya', 'puas', 'minggu', 'depan', 'beli', 'lagi', 'sedikit', 'banyak', 'bonusnya', 'ditambah', 'jumlahnya', 'ya', 'thanks']","['barang', 'bagus', 'packingnya', 'topmarkotop', 'alias', 'mantul', 'puas', 'minggu', 'beli', 'bonusnya', 'ditambah', 'ya', 'thanks']","['barang', 'bagus', 'packingnya', 'topmarkotop', 'alias', 'mantul', 'puas', 'minggu', 'beli', 'bonus', 'tambah', 'ya', 'thanks']",barang bagus packingnya topmarkotop alias mantul puas minggu beli bonus tambah ya thanks
152,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,r***n,barang datang dengan cepat seperti biasa recommended seller utk masker kn dan kf dari mmasker kn nya ketat terasa aman tp agak sakit di telinga kl dipakai beberapa jam thankyou bonusnya seller,5,"['barang', 'datang', 'dengan', 'cepat', 'seperti', 'biasa', 'recommended', 'seller', 'utk', 'masker', 'kn', 'dan', 'kf', 'dari', 'mmasker', 'kn', 'nya', 'ketat', 'terasa', 'aman', 'tp', 'agak', 'sakit', 'di', 'telinga', 'kl', 'dipakai', 'beberapa', 'jam', 'thankyou', 'bonusnya', 'seller']","['barang', 'datang', 'dengan', 'cepat', 'seperti', 'biasa', 'rekomendasi', 'seller', 'utk', 'masker', 'kn', 'dan', 'kf', 'dari', 'mmasker', 'kn', 'nya', 'ketat', 'terasa', 'aman', 'tp', 'sedikit', 'sakit', 'di', 'telinga', 'kl', 'dipakai', 'beberapa', 'jam', 'thankyou', 'bonusnya', 'seller']","['barang', 'cepat', 'rekomendasi', 'seller', 'utk', 'masker', 'kn', 'kf', 'mmasker', 'kn', 'nya', 'ketat', 'aman', 'tp', 'sakit', 'telinga', 'kl', 'dipakai', 'jam', 'thankyou', 'bonusnya', 'seller']","['barang', 'cepat', 'rekomendasi', 'seller', 'utk', 'masker', 'kn', 'kf', 'mmasker', 'kn', 'nya', 'ketat', 'aman', 'tp', 'sakit', 'telinga', 'kl', 'pakai', 'jam', 'thankyou', 'bonus', 'seller']",barang cepat rekomendasi seller utk masker kn kf mmasker kn nya ketat aman tp sakit telinga kl pakai jam thankyou bonus seller
153,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,L***a,niattt bgt di vacum yg beli jd suka bgt,5,"['niattt', 'bgt', 'di', 'vacum', 'yg', 'beli', 'jd', 'suka', 'bgt']","['niattt', 'bgt', 'di', 'vacum', 'yang', 'beli', 'jd', 'suka', 'bgt']","['niattt', 'bgt', 'vacum', 'beli', 'jd', 'suka', 'bgt']","['niattt', 'bgt', 'vacum', 'beli', 'jd', 'suka', 'bgt']",niattt bgt vacum beli jd suka bgt
154,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,r***n,cepat seperti biasa toko terpercaya utk beli masker mmakasih bonus pouch maskernya,5,"['cepat', 'seperti', 'biasa', 'toko', 'terpercaya', 'utk', 'beli', 'masker', 'mmakasih', 'bonus', 'pouch', 'maskernya']","['cepat', 'seperti', 'biasa', 'toko', 'terpercaya', 'utk', 'beli', 'masker', 'mmakasih', 'bonus', 'pouch', 'maskernya']","['cepat', 'toko', 'terpercaya', 'utk', 'beli', 'masker', 'mmakasih', 'bonus', 'pouch', 'maskernya']","['cepat', 'toko', 'percaya', 'utk', 'beli', 'masker', 'mmakasih', 'bonus', 'pouch', 'masker']",cepat toko percaya utk beli masker mmakasih bonus pouch masker
155,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,Dhita,pembelian ke empat kalinya packing mantab masker asli menemani saya terbang jam sukses dan sehat selalu,5,"['pembelian', 'ke', 'empat', 'kalinya', 'packing', 'mantab', 'masker', 'asli', 'menemani', 'saya', 'terbang', 'jam', 'sukses', 'dan', 'sehat', 'selalu']","['pembelian', 'ke', 'empat', 'kalinya', 'packing', 'mantab', 'masker', 'asli', 'menemani', 'saya', 'terbang', 'jam', 'sukses', 'dan', 'sehat', 'selalu']","['pembelian', 'kalinya', 'packing', 'mantab', 'masker', 'asli', 'menemani', 'terbang', 'jam', 'sukses', 'sehat']","['beli', 'kali', 'packing', 'mantab', 'masker', 'asli', 'tani', 'terbang', 'jam', 'sukses', 'sehat']",beli kali packing mantab masker asli tani terbang jam sukses sehat
156,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,S***l,ok,5,['ok'],['ok'],['ok'],['ok'],ok
157,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,A***i,sedikit berbeda dengan yang saya pesan sebelumnya nampaknya ini import dari china namun saya diberi bonus beli dua dapat tiga jadi auto star thank youu gann,5,"['sedikit', 'berbeda', 'dengan', 'yang', 'saya', 'pesan', 'sebelumnya', 'nampaknya', 'ini', 'import', 'dari', 'china', 'namun', 'saya', 'diberi', 'bonus', 'beli', 'dua', 'dapat', 'tiga', 'jadi', 'auto', 'star', 'thank', 'youu', 'gann']","['sedikit', 'berbeda', 'dengan', 'yang', 'saya', 'pesan', 'sebelumnya', 'nampaknya', 'ini', 'import', 'dari', 'china', 'namun', 'saya', 'diberi', 'bonus', 'beli', 'dua', 'dapat', 'tiga', 'jadi', 'auto', 'star', 'thank', 'youu', 'gann']","['berbeda', 'pesan', 'nampaknya', 'import', 'china', 'bonus', 'beli', 'auto', 'star', 'thank', 'youu', 'gann']","['beda', 'pesan', 'nampaknya', 'import', 'china', 'bonus', 'beli', 'auto', 'star', 'thank', 'youu', 'gann']",beda pesan nampaknya import china bonus beli auto star thank youu gann
158,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,M***l,pesanan cepat sekali diproses sayang kurirnya lama banget packing rapih dan aman dpt free pouch masker juga terima kasih,5,"['pesanan', 'cepat', 'sekali', 'diproses', 'sayang', 'kurirnya', 'lama', 'banget', 'packing', 'rapih', 'dan', 'aman', 'dpt', 'free', 'pouch', 'masker', 'juga', 'terima', 'kasih']","['pesanan', 'cepat', 'sekali', 'diproses', 'sayang', 'kurirnya', 'lama', 'banget', 'packing', 'rapih', 'dan', 'aman', 'dpt', 'free', 'pouch', 'masker', 'juga', 'terima', 'kasih']","['pesanan', 'cepat', 'diproses', 'sayang', 'kurirnya', 'banget', 'packing', 'rapih', 'aman', 'dpt', 'free', 'pouch', 'masker', 'terima', 'kasih']","['pesan', 'cepat', 'proses', 'sayang', 'kurir', 'banget', 'packing', 'rapih', 'aman', 'dpt', 'free', 'pouch', 'masker', 'terima', 'kasih']",pesan cepat proses sayang kurir banget packing rapih aman dpt free pouch masker terima kasih
159,Masker 3M Nexcare N95 KN95 9501 - 3M 9501 Import,Bambang,very fast response barangnya ok banget good job,5,"['very', 'fast', 'response', 'barangnya', 'ok', 'banget', 'good', 'job']","['very', 'fast', 'response', 'barangnya', 'ok', 'banget', 'good', 'job']","['very', 'fast', 'response', 'barangnya', 'ok', 'banget', 'good', 'job']","['very', 'fast', 'response', 'barang', 'ok', 'banget', 'good', 'job']",very fast response barang ok banget good job
160,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,Arif,mantab bosssku terimakasih,5,"['mantab', 'bosssku', 'terimakasih']","['mantab', 'bosssku', 'terimakasih']","['mantab', 'bosssku', 'terimakasih']","['mantab', 'bosssku', 'terimakasih']",mantab bosssku terimakasih
161,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,Reza,sesuai dengan pict barang bagus,5,"['sesuai', 'dengan', 'pict', 'barang', 'bagus']","['sesuai', 'dengan', 'pict', 'barang', 'bagus']","['sesuai', 'pict', 'barang', 'bagus']","['sesuai', 'pict', 'barang', 'bagus']",sesuai pict barang bagus
162,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,Syahrul,masker sudah diterima terima kasih,5,"['masker', 'sudah', 'diterima', 'terima', 'kasih']","['masker', 'sudah', 'diterima', 'terima', 'kasih']","['masker', 'diterima', 'terima', 'kasih']","['masker', 'terima', 'terima', 'kasih']",masker terima terima kasih
163,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,Bayu,sudah ke belanja di toko ini cepat pengirimannya dan packing rapih kualitas barang juga sesuai dengan deskripsi,5,"['sudah', 'ke', 'belanja', 'di', 'toko', 'ini', 'cepat', 'pengirimannya', 'dan', 'packing', 'rapih', 'kualitas', 'barang', 'juga', 'sesuai', 'dengan', 'deskripsi']","['sudah', 'ke', 'belanja', 'di', 'toko', 'ini', 'cepat', 'pengirimannya', 'dan', 'packing', 'rapih', 'kualitas', 'barang', 'juga', 'sesuai', 'dengan', 'deskripsi']","['belanja', 'toko', 'cepat', 'pengirimannya', 'packing', 'rapih', 'kualitas', 'barang', 'sesuai', 'deskripsi']","['belanja', 'toko', 'cepat', 'kirim', 'packing', 'rapih', 'kualitas', 'barang', 'sesuai', 'deskripsi']",belanja toko cepat kirim packing rapih kualitas barang sesuai deskripsi
164,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,Alam,murah tapi nggak murahan cucu saya suka pake nya,5,"['murah', 'tapi', 'nggak', 'murahan', 'cucu', 'saya', 'suka', 'pake', 'nya']","['murah', 'tapi', 'nggak', 'murahan', 'cucu', 'saya', 'suka', 'pake', 'nya']","['murah', 'nggak', 'murahan', 'cucu', 'suka', 'pake', 'nya']","['murah', 'nggak', 'murah', 'cucu', 'suka', 'pake', 'nya']",murah nggak murah cucu suka pake nya
