Nama_Produk,Akun,Ulasan,rate
Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Marcho,perasaan saya masker kali tipis sebelum-sebelumnya tebal,3
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,henrayani,langanan,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,S***i,packing handling pengiriman ok produk berkualitas sesuai deskripsi order highly recommended seller terima kasih,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,Roosmin,bagus sesuai pesanan,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,T***o,produk bagus paking aman pengiriman super cepat,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,D***i,masker bagus kali beli toko,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,Lisa,recommended thumbs up,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,S***a,terima kasih thumbs up thumbs up,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,S***o,maskernya bau,1
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,M***c,proses packing cepat masker berbau lembut,5
Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,F***o,barang sesuai deskripsi,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,megawati,tampilan fotonya warnanya maksud hati putih kenapa datang hitam face with hand over mouth face with hand over mouth face with hand over mouth,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Andi,bagus maskernya,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Yusuf,bagus gadak cacat maskernya,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,F***h,pengiriman pilih same day datengnya 2 pengiriman,3
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,F***y,pengemasannya bagus bareng cepat hand with index finger and thumb crossed terang skin tone pulang suka masker kosme kamu 95 warna hitam lagi beaming face with smiling eyes,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Yati,pesan tanggal 21 malam tanggal 22 terima dukirim ulang team kurir,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Farid,terbaik,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,L***a,works banget asli bagus tidak perlu beli2 konektor pakai kerudung bagus pakai kacamata berembun karena nge press muka good,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Rizki,pesanan sesuai packaging ok,5
Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,F***e,sip thumbs up star struck star struck star struck star struck star struck mantap smiling face with hearts smiling face with hearts smiling face with hearts smiling face with hearts smiling face with hearts smiling face with hearts,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Diyo,bareng bagus sesuai pesanan joss,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Indra,yaman sip,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Ferry,produk ok proses pengiriman cepat,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Ali,barang sesuai harapan packing rapi aman proses cepat,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Sabam,mantaapp respon penjualnya produk baguuss,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Abetnico,order 3 hitam tapi dikirimkan 2 hitam,3
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Dwi,sudah repeat order kesekian kalinya,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,pratiwi,warna sesuai bagus,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,V***a,pokoknya langganan dari pandemi mantap terimakasih,5
[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,D***i,bagus sudah langganan warna mah,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Ahmad,sip cepat maskernya 4ply 5ply tidak apa-apa dipakai,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,peewee,murah memadai,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,d***y,pesanan 2 check ini kualitasnya beda fast respon mah,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,T***o,kardus tetap ok,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,yudhi,bareng dikirim beda gambar gbr kn956 dikirim duckbill thumbs down thumbs down seller tolong drop hitam dari mengecewakan pembeli,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Pangeran,kn95nya setipis harganya grinning face with sweat,5
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Joseph,masker dikirim masker kn95 maskernya tipis kecewa barang dikirim pembelian 2,3
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,f***n,barang dikirimkan sesuai gambar iklan kn95 berbeda diharapkan sesuai gambar iklan,2
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,A***s,pesanan sesuai not good seller,1
Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Lucia,respon pengirimannya cepat barang sesuai deskripsi terima kasih,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 25",Finala,sesuai pesanan,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 26",Hendra,repeat order,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 27",susanti,berbulu,1
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 28",ichwan,respon penjual kurir cepat,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 29",S***e,permintaan warna gold datang kenapa warnanya kaya silver coklatan gelap begitu kalau lihat aslinya sesuai pic etalase kecewa pensive face,3
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 30",H***n,topp om,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 31",S***i,pengiriman cepat masker nyaman dipakai nafas lega warna2 bagus,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 32",icha,kesekian kalinya beli harga murah barang berkualitas sesuai pesanan,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 33",P***o,sesuai deskripsi kualitas barang ok bonus 4 bh masker kan 95 terima kasih,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 34",Agus,barang ok mantap,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 35",Jessica,pesanan sesuai request pengiriman cepat recommended seller,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 36",Citra,barang bagus sesuai deskripsi no cacat packing rapi,5
"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 37",wasilatul,puas banget terima kasih bonus masker,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,D***t,kali order 2 packs alhamdulillah maskernya bagus benar bahan size nyaman wajah warna cantik saya suka model enak dipakai berkacamata posisi kacamata bisa pas suka cocok lanjut saya order lagi,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Eddy,diterima seller responsif pengiriman cepat terima kasih,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Putu,respon penjual cepat barang sesuai deakripsi diterima cepat,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Miss,barang okk,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Djatty,masker sesuai pesanan harga terjangkau recomended,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,R***s,beda merk 1,4
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,I***u,barang bagus thumbs up,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,erini,sesuai pesanan pengiriman cepat,5
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,M***d,masker lecek packingnya kardus langsung lilit plastik,1
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,ngawur,jual sungguh teganya dirimu,1
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,h***s,pesan matcha kirim putih,2
FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,A***n,diprosesnya tali maskernya sesuai iklan tali masker sepengalaman cepat lepas beda tali masker iklan kuat kecewa,2
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Fountain,good,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Y***a,sesuai pesanan produk bagus pengiriman juga cepat thank you thumbs up,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",k***i,sesuai pesanan mantap recommended seller,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",shavyfallen,barang sesuai pesanan pengiriman cepat,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Rifai,packing barang rapi pengiriman cepat barang bagus barang pas sesui pesanan terimakasih,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Budiman,barang sesuai deskripsi order pengiriman cepat,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",E***a,sesuai pesanan masker nyaman thank you,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",irdarmansyah,barang datang 49 1 pcs,2
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",h***y,plastik bungkus kebuka barang jatuh lantai sial terima kasih,5
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",r***s,pakai dus dibungkus plastik terbuka steril,4
"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",buddhy,barang sesuai digambarkan respon cepat paking produk proper mantab,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Y***i,top beli thumbs up,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Frans,sesuai pesanan pelayanan cepat kualitas bagus,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Z***l,mendarat sempurna terimakasih seller bonus tali masker lucu hihi semoga laris seller amin,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,olivia,suka banget sama maskernya sakit telinga pengap sudah berkali2 repeat order kecewa terima kasih you,4
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Tuti,sesuai harapan,1
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,eugenius,penjual mengirimkan masker palsu berbeda iklankan penjual,1
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Daud,tidak sesuai permintaan jelas-jelas tulis catatan order diskusi sebelum order dikirim tidak sesuai permintaan terima kasih,2
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,o***a,benaran packing satuan aman dibawa kemana2,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Epe,barang cepat diproses sesuai pesanan,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,Anneke,proses cepat banget barang bagus terima kasih bonus tali maskernya,5
[ DOC ] MASKER KF94 FFP2 4PLY ISI 25 SEGEL PER PCS EARLOOP CE0598 - HIJAUARMY 30PCS,david,sesuai pesanan doc bungkus satuan sambungan diksh bonus 1 tali juga langganan mantap terima kasih,5
